9520,P.S.R Rengasamy College of Engineering. for Women,9520,principal,Y
9522,PSN College of Engineering and Technology,9522,principal,Y
9523,PSN Engineering College,9523,principal,Y
9524,PSN Institute of Technology and Science,9524,principal,Y
9525,Renganayaki Varatharaj College of Engineering,9525,principal,Y
9526,S.Veerasamy Chettiar College of Engineering and Technology,9526,principal,Y
9527,Sardar Raja College of Engineering,9527,principal,Y
9528,SCAD College of Engineering and Technology,9528,principal,Y
9529,SCAD Engineering College,9529,principal,Y
9530,St.Mother Theresa Engineering College,9530,principal,Y
9531,Thamirabharani Engineering College,9531,principal,Y
9532,"University VOC College of Engg, Anna University of Tech - Tirunelveli",9532,principal,Y
9533,Unnamalai Institute of Technology,9533,principal,Y
9534,VV College of Engineering,9534,principal,Y
9535,V.P.Muthaiah Pillai Meenakshi Ammal Engineering College for Women,9535,principal,Y
9601,Annai Vailankanni College of Engineering,9601,principal,Y
9602,Arunachala College of Engineering for Women,9602,principal,Y
9603,Bethlahem Institute of Engineering,9603,principal,Y
9604,C.S.I. Institute of Technology,9604,principal,Y
9605,Cape Institute of Technology,9605,principal,Y
9606,DMI Engineering College,9606,principal,Y
9607,Immanuel Arasar JJ College of Engineering,9607,principal,Y
9608,James College of Engineering and Technology,9608,principal,Y
9609,Jayamatha Engineering College,9609,principal,Y
9610,KNSK College of Engineering,9610,principal,Y
9611,Lord Jegannath College of Engineering and Technology,9611,principal,Y
9612,Loyola Institute of Technology and Science,9612,principal,Y
9613,M.E.T Engineering College,9613,principal,Y
9614,Mar Ephraem College of Engineering and Technology,9614,principal,Y
9615,Maria College of Engineering and Technology,9615,principal,Y
9616,Marthandam College of Engineering and Technology,9616,principal,Y
9617,Narayanaguru College of Engineering,9617,principal,Y
9618,Ponjesly College of Engineering,9618,principal,Y
9619,Rajas International Institute of Technology for Women ,9619,principal,Y
9620,Sathyam College of Engineering and Technology,9620,principal,Y
9621,Sivaji College of Engineering and Technology,9621,principal,Y
9622,St.Xavier's Catholic College of Engineering,9622,principal,Y
9623,Sun College of Engineering and Technology,9623,principal,Y
9624,Tamizhan College of Engineering and Technology,9624,principal,Y
9625,The Rajaas Engineering College,9625,principal,Y
9626,Udaya School of Engineering,9626,principal,Y
9627,Universal College of Engineering and Technology,9627,principal,Y
9628,"University  College Of Engineering-Nagercoil, Anna Universiry of Tech, Tirunelveli",9628,principal,Y
9629,Vins Christian College of Engineering,9629,principal,Y
9630,Vins Christian Women's College of Engineering,9630,principal,Y
9631,Arul College of Technology,9631,principal,Y
9632,PET Engineering  College,9632,principal,Y
A 15,"Government College of Technology, Coimbatore",A 15,principal,Y
A 16,Coimbatore Institute of Technology,A 16,principal,Y
A 17,PSG College of Technology,A 17,principal,Y
A 20,Thiagarajar College of Engineering,A 20,principal,Y
A 21,AC College of Engineering and Technology,A 21,principal,Y
A 22,Adhiyamaan College of Engineering,A 22,principal,Y
A 23,Bannari Amman Institute of Technology,A 23,principal,Y
A 24,Dr.Mahalingam College of Engineering.and Technology,A 24,principal,Y
A 25,Government College of Engineering - Salem,A 25,principal,Y
A 26,K.S.Rangasamy College of Technology,A 26,principal,Y
A 27,Karpagam College of Engineering,A 27,principal,Y
A 28,Kongu Engineering College,A 28,principal,Y
A 29,Kumaraguru College of Technology,A 29,principal,Y
A 30,M.Kumarasamy College of Engineering,A 30,principal,Y
A 31,National Engineering College,A 31,principal,Y
A 32,Sona College of Technology,A 32,principal,Y
A 33,Sri Krishna College of Engineering and Technology,A 33,principal,Y
A 33B,Sri Krishna College of Technology,A 33B,principal,Y
A 34,Sri Ramakrishna Engineering College,A 34,principal,Y
