8142,Shri Angala Amman College of Engineering. and Technology,8142,principal,Y
8143,Srinivasan Engineering College,8143,principal,Y
8144,Sudharasan Engineering College,8144,principal,Y
8145,The Selvam Women Excellence Engineering and Technology ,8145,principal,Y
8146,Trichy Engineering College,8146,principal,Y
8147,TRP Engineering College,8147,principal,Y
8148,Anna University of Technology Tiruchirapalli - Ariyalur  Campus,8148,principal,Y
8201,A.R.J.College of Engineering and Technology,8201,principal,Y
8202,A.R.J Institute Of Management Studies,8202,principal,Y
8203,A.V.C.College of Engineering,8203,principal,Y
8204,Anjalai Ammal Mahalingam Engineering College,8204,principal,Y
8205,Annai College of Engineering and Technology,8205,principal,Y
8206,Arasu Engineering College,8206,principal,Y
8207,AS-Salam College of Engineering and Technology,8207,principal,Y
8208,E.G.S.Pillay Engineering College,8208,principal,Y
8209,Gnanam School Of Business,8209,principal,Y
8210,K.S.K.College of Engineering and Technology,8210,principal,Y
8211,Kings College of Engineering,8211,principal,Y
8212,P.R.Engineering College,8212,principal,Y
8213,Parisutham Institute of Technology and Science,8213,principal,Y
8214,Ponnaiyah Ramajayam College of Engineering.and Technology,8214,principal,Y
8215,Prime College of Architecture and Planning,8215,principal,Y
8216,Sembodai Rukmani Varatharajan Engineering. College,8216,principal,Y
8217,Sir Issac Newton College of Engineering. and Tech.,8217,principal,Y
8218,SMR East Coast College of Engineering. and Tech.,8218,principal,Y
8219,St.Joseph's College of Engineering and Technology,8219,principal,Y
8220,Star Lion College of Engineering and Technology,8220,principal,Y
8221,Anna University of Technology Tiruchirapalli - Pattukkottai  Campus,8221,principal,Y
8223,Anna University of Technology Tiruchirapalli - Thirukkuvalai Campus,8223,principal,Y
8223,Vandayar Engineering College,8223,principal,Y
8224,MRK Institute of Technology,8224,principal,Y
9100,"University Departments of Anna University of Technology, Madurai",9100,principal,Y
9101,C.R.Engineering College,9101,principal,Y
9102,Central Electrochemical Research Institute (CSIR),9102,principal,Y
9103,Chendhuran College of Engineering and Technology,9103,principal,Y
9104,Fatima Michael College of Engineering. and Technology,9104,principal,Y
9105,Ganapathy Chettiar College of Engineering. And Technology,9105,principal,Y
9106,K.L.N.College of Engineering,9106,principal,Y
9107,K.L.N.College of Information Technology,9107,principal,Y
9108,Karaikudi Institute of Technology and karaikudi Institute of Management  ,9108,principal,Y
9109,Karpaga Vinayaga Institute of  Management,9109,principal,Y
9110,Latha Mathavan Engineering College,9110,principal,Y
9111,Madurai Institute of Engineering and Technology,9111,principal,Y
9112,Mahath Amma Institute of Engineering. and Technology,9112,principal,Y
9113,Micheal Institute of Management,9113,principal,Y
9114,MNSK College of Engineering,9114,principal,Y
9115,Mohamed Sathak Engineering College,9115,principal,Y
9116,Mother Terasa College of Engineering and Technology ,9116,principal,Y
9117,Mount Zion College of Engineering and Technology,9117,principal,Y
9118,OAA MAVMM School Of Management,9118,principal,Y
9119,P.T.R. College of Engineering and Technology,9119,principal,Y
9120,Pandian Saraswathi Yadav Engineering College,9120,principal,Y
9121,Pannai College of Engineering and Technology,9121,principal,Y
9122,Raja College of Engineering and Technology,9122,principal,Y
9123,SACS M.A.V.M.M Engineering College,9123,principal,Y
9124,Shanmuganathan Engineering College,9124,principal,Y
9125,Sree Raaja Raajan College of Engineering. and Technology,9125,principal,Y
9126,Sri Bharathi Engineering College for Women,9126,principal,Y
9127,St.Michael College of Engineering and Technology,9127,principal,Y
9128,Syed Ammal Engineering College,9128,principal,Y
9129,Ultra College of Engineering and Tech. for Women,9129,principal,Y
9130,"Anna University of Technology, Madurai - Ramanathapuram Campus",9130,principal,Y
9131,Velammal College of Engineering and Technology,9131,principal,Y
9132,Vickram College of Engineering,9132,principal,Y
9201,Bharath Niketan Engineering College,9201,principal,Y
9202,Chettinad College of Engineering and Technology,9202,principal,Y
9203,Christian College of Engineering and Technology,9203,principal,Y
9204,Kamaraj College of Engineering and Technology,9204,principal,Y
9205,Karur College of Engineering,9205,principal,Y
9206,Kodaikanal Institute of Technology,9206,principal,Y
9207,M.Kumarasamy College of Engineering,9207,principal,Y
9208,N P R College of Engineering and Technology,9208,principal,Y
9209,N.S.N College of Engineering and Technology,9209,principal,Y
9210,Nadar Saraswathi College of Engineering and Technology,9210,principal,Y
9211,Odaiyappa College of Engineering and Technology,9211,principal,Y
9212,Pannaikadu Veerammal Paramasivam College of Engg and Tech for women,9212,principal,Y
9213,PSNA College of Engineering and Technology,9213,principal,Y
9214,"RVS Educational Trusts Group of Institns., Dindigul",9214,principal,Y
9215,Ratnavel Subramaniam College of Engineering and Technology,9215,principal,Y
9216,SBM College of Engineering and Technology,9216,principal,Y
9217,Sethu Institute of Technology,9217,principal,Y
9218,Sree Sowdambika College of Engineering,9218,principal,Y
9219,Sri Subramanya College of Engineering. and Technology,9219,principal,Y
9220,Sri Vidya College of Engineering and Technology,9220,principal,Y
9221,SSM Institute of Engineering and Technology,9221,principal,Y
9222,Theni Kammavar Sangam College of Technology,9222,principal,Y
9223,"Anna University of Technology, Madurai - Dindigul Campus",9223,principal,Y
9224,V K S College of Engineering and Technology,9224,principal,Y
9225,V.S.B. Engineering College,9225,principal,Y
9226,Vijay Institute Of Management,9226,principal,Y
9227,VPV College of Engineering,9227,principal,Y
9500,"University Department of Anna University of Technology ,Tirunelveli",9500,principal,Y
9501,A.R. College of Engineering and Technology,9501,principal,Y
9503,Chandy College of Engineering,9503,principal,Y
9504,Dr.G.U.Pope College of Engineering,9504,principal,Y
9505,Dr.Sivanthi Aditanar Collegeof Engineering,9505,principal,Y
9506,Einstein College of Engineering,9506,principal,Y
9507,Francis Xavier Engineering College,9507,principal,Y
9508,Government College of Engineering - Tirunelveli,9508,principal,Y
9509,Holy Cross Engineering College,9509,principal,Y
9510,Infant Jesus College of Engineering,9510,principal,Y
9511,Infant Jesus College of Engineering and Technology,9511,principal,Y
9512,JP College of Engineering,9512,principal,Y
9513,Jayaraj Annapackiam CSI College of Engineering,9513,principal,Y
9514,Joe Suresh Engineering College,9514,principal,Y
9515,Kalasalingam Institute of Technology,9515,principal,Y
9516,Mahakavi Bharathiyar College of Engineering and Technology,9516,principal,Y
9517,MEPCO Schlenk Engineering College,9517,principal,Y
9518,National College of Engineering,9518,principal,Y
9519,P.S.R Engineering College,9519,principal,Y
